b15,b14,b13,b12,b11,b10,b9,b8,b7,b6,b5,b4,b3,b2,b1,b0
1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1
1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1
1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1
1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1
1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1
1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1
0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1
1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1
0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1
1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0
1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1
1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1
0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1
1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1
1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1
1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1
1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1
1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0
1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0
0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1
1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0
0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1
0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0
0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0
0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0
0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0
0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0
0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0
0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0
0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0
0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0
0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0
0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0
0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0
0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0
0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0
0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0
0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0
0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0
0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0
1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0
0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1
0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1
0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0
0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0
0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0
0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0
0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0
0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0
0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0
0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0
1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0
0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0
0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0
0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0
0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0
0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0
1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1
1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1
1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1
1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1
1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0
1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1
1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1
1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0
1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1
0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0
1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1
1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1
1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1
1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1
1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1
1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1
0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1
0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1
0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1
1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1
1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1
1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1
1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1
1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1
1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1
1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1
1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1
1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1
0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1
1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0
1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1
1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1
1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1
1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1
1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1
1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1
1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0
1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1
1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1
1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1
1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1
0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0
0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1
0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1
0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0
0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1
0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0
0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
